customer_id,gender,age,state,region,income_bracket,acquisition_channel,product_category,order_amount,num_orders,first_order_date,last_order_date,lifetime_value,loyalty_member,satisfaction_score
CUST-0409,Male,31,Michigan,Midwest,$50K-$75K,Direct Mail,Books & Media,130.9,6,2024-08-07,2025-09-12,750.71,No,5
CUST-0410,Male,39,Michigan,Midwest,$50K-$75K,Email,Apparel,98.6,8,2023-08-10,2025-06-21,726.43,Yes,5
CUST-0411,Female,54,Florida,Southeast,Under $30K,Email,Electronics,30.11,7,2024-06-20,2024-11-13,234.0,Yes,5
CUST-0412,Male,68,Washington,West,Under $30K,Email,Outdoor,21.86,2,2023-02-15,2025-12-04,49.81,No,4
CUST-0413,Female,23,New York,Northeast,$75K-$100K,Email,Outdoor,89.24,1,2023-10-11,2023-10-11,90.39,No,4
CUST-0414,Male,39,Ohio,Midwest,$30K-$50K,Referral,Electronics,27.15,3,2024-07-16,2024-11-22,73.99,No,5
CUST-0415,Male,26,Washington,West,$50K-$75K,Phone,Electronics,24.38,1,2024-11-22,2024-11-22,20.0,No,2
CUST-0416,Female,61,Arizona,Southwest,$50K-$75K,Email,Apparel,155.3,5,2023-03-22,2025-04-21,797.56,Yes,5
CUST-0417,Female,41,Texas,Southwest,$75K-$100K,Web,Electronics,69.44,1,2024-09-23,2024-09-23,62.72,No,3
CUST-0418,Female,53,Michigan,Midwest,Under $30K,Email,Home & Garden,60.2,1,2023-12-23,2023-12-23,62.71,Yes,3
CUST-0419,Male,72,Pennsylvania,Northeast,$50K-$75K,Email,Electronics,59.14,1,2023-06-12,2023-06-12,70.35,No,4
CUST-0420,Female,58,Nevada,West,$100K-$150K,Email,Apparel,206.37,1,2024-12-29,2024-12-29,212.49,No,4
CUST-0421,Male,74,New Mexico,Southwest,$50K-$75K,Email,Home & Garden,125.68,4,2024-09-02,2025-01-23,468.01,No,2
CUST-0422,Male,70,Georgia,Southeast,$30K-$50K,Direct Mail,Electronics,69.72,3,2023-07-20,2024-07-29,224.35,Yes,4
CUST-0423,Female,27,Minnesota,Midwest,$75K-$100K,Web,Electronics,206.18,6,2023-03-05,2025-01-13,1435.55,No,1
CUST-0424,Male,40,Oregon,West,$100K-$150K,Direct Mail,Kitchen,131.91,2,2024-01-27,2025-02-19,251.32,No,4
CUST-0425,Male,57,Arizona,Southwest,$50K-$75K,Referral,Outdoor,43.54,10,2024-11-17,2024-05-08,371.71,Yes,1
CUST-0426,Male,27,Oklahoma,Southwest,$30K-$50K,Phone,Outdoor,144.25,4,2024-03-11,2025-09-30,503.1,No,4
CUST-0427,Female,36,Oklahoma,Southwest,$30K-$50K,Web,Electronics,137.33,1,2024-05-28,2024-05-28,124.65,No,4
CUST-0428,Female,67,New York,Northeast,$50K-$75K,Web,Books & Media,29.81,5,2024-06-23,2024-10-13,146.96,Yes,5
CUST-0429,Female,62,Massachusetts,Northeast,$100K-$150K,Referral,Apparel,198.35,5,2023-11-16,2025-09-19,814.34,Yes,5
CUST-0430,Female,58,Oklahoma,Southwest,$100K-$150K,Email,Books & Media,244.01,2,2023-02-06,2025-12-12,570.57,No,5
CUST-0431,Male,62,Oregon,West,$75K-$100K,Direct Mail,Apparel,237.86,5,2024-10-01,2024-01-28,1087.88,Yes,4
CUST-0432,Male,61,Michigan,Midwest,$50K-$75K,Phone,Apparel,35.64,1,2024-08-28,2024-08-28,39.05,No,4
CUST-0433,Male,53,North Carolina,Southeast,$30K-$50K,Email,Apparel,157.64,8,2024-09-01,2024-06-06,1431.43,No,4
CUST-0434,Female,68,Arizona,Southwest,$75K-$100K,Direct Mail,Kitchen,94.61,4,2023-04-29,2024-02-23,328.12,No,4
CUST-0435,Female,65,Washington,West,$100K-$150K,Email,Apparel,264.0,1,2024-04-04,2024-04-04,251.54,Yes,4
CUST-0436,Female,49,New York,Northeast,$75K-$100K,Web,Home & Garden,78.01,5,2023-09-19,2025-11-01,403.18,No,4
CUST-0437,Male,55,Tennessee,Southeast,$50K-$75K,Web,Apparel,116.31,4,2023-03-11,2024-01-13,448.72,No,4
CUST-0438,Female,38,Ohio,Midwest,$30K-$50K,Direct Mail,Apparel,150.9,4,2023-08-11,2025-09-05,636.94,No,3
CUST-0439,Female,64,Washington,West,$100K-$150K,Web,Outdoor,73.77,1,2023-07-08,2023-07-08,66.49,No,5
CUST-0440,Female,66,New Mexico,Southwest,Over $150K,Phone,Home & Garden,89.93,1,2023-03-05,2023-03-05,85.71,Yes,2
CUST-0441,Female,26,Ohio,Midwest,$75K-$100K,Referral,Kitchen,57.61,3,2023-05-28,2025-07-07,191.41,Yes,4
CUST-0442,Male,24,New Mexico,Southwest,$30K-$50K,Web,Home & Garden,77.99,7,2023-06-02,2025-10-30,576.58,No,4
CUST-0443,Female,47,Ohio,Midwest,$75K-$100K,Email,Books & Media,126.93,2,2023-03-13,2025-07-07,226.02,No,4
CUST-0444,Female,43,Texas,Southwest,$75K-$100K,Email,Kitchen,230.86,1,2024-07-01,2024-07-01,263.49,Yes,5
CUST-0445,Male,57,Ohio,Midwest,Under $30K,Email,Apparel,86.24,7,2024-10-07,2025-12-06,569.7,Yes,4
CUST-0446,Male,34,Georgia,Southeast,Under $30K,Referral,Apparel,52.15,5,2024-10-20,2024-11-11,260.72,No,5
CUST-0447,Female,25,New York,Northeast,$50K-$75K,Web,Home & Garden,54.16,4,2024-06-19,2025-04-14,254.78,No,4
CUST-0448,Male,24,Washington,West,$100K-$150K,Email,Apparel,274.24,4,2023-09-06,2025-12-19,1162.25,Yes,4
CUST-0449,Female,61,Illinois,Midwest,$30K-$50K,Web,Outdoor,27.74,3,2024-09-22,2024-08-13,68.68,Yes,4
CUST-0450,Male,65,New Mexico,Southwest,$75K-$100K,Direct Mail,Outdoor,194.07,5,2024-08-30,2024-06-26,906.5,Yes,3
CUST-0451,Female,57,Arizona,Southwest,$30K-$50K,Direct Mail,Electronics,31.74,5,2024-10-09,2025-09-19,150.84,Yes,5
CUST-0452,Male,33,New York,Northeast,Over $150K,Web,Electronics,134.98,4,2024-05-02,2025-12-09,459.34,Yes,3
CUST-0453,Male,33,Oklahoma,Southwest,$75K-$100K,Direct Mail,Apparel,128.98,8,2024-10-04,2024-11-04,969.04,Yes,3
CUST-0454,Male,61,New Jersey,Northeast,$50K-$75K,Phone,Electronics,55.57,5,2024-11-06,2024-08-01,253.0,Yes,5
CUST-0455,Male,32,Oklahoma,Southwest,$75K-$100K,Direct Mail,Kitchen,81.28,2,2023-12-09,2025-09-23,182.4,No,2
CUST-0456,Male,32,New Jersey,Northeast,$100K-$150K,Email,Apparel,270.88,5,2024-08-29,2025-08-16,1260.12,Yes,4
CUST-0457,Male,42,Ohio,Midwest,$50K-$75K,Direct Mail,Home & Garden,51.99,7,2023-03-17,2025-04-27,376.32,Yes,4
CUST-0458,Female,33,Tennessee,Southeast,$50K-$75K,Direct Mail,Kitchen,131.92,9,2023-07-27,2024-12-09,1010.24,No,2
CUST-0459,Female,51,Florida,Southeast,$50K-$75K,Phone,Apparel,69.6,1,2024-10-15,2024-10-15,82.2,No,4
CUST-0460,Male,48,Washington,West,$100K-$150K,Email,Books & Media,186.66,6,2023-10-13,2024-01-15,1223.0,No,3
CUST-0461,Male,59,Minnesota,Midwest,Over $150K,Referral,Outdoor,184.58,1,2024-04-26,2024-04-26,201.82,No,4
CUST-0462,Male,50,Oklahoma,Southwest,$75K-$100K,Direct Mail,Kitchen,171.88,2,2023-08-12,2024-05-15,324.29,Yes,5
CUST-0463,Female,32,Connecticut,Northeast,$100K-$150K,Phone,Kitchen,29.27,3,2023-05-22,2025-12-21,84.49,No,4
CUST-0464,Male,46,Texas,Southwest,$100K-$150K,Email,Apparel,140.69,2,2024-09-19,2025-07-09,289.85,Yes,4
CUST-0465,Male,54,Oregon,West,Over $150K,Web,Outdoor,71.06,2,2024-09-25,2024-02-11,134.48,Yes,4
CUST-0466,Male,30,New Jersey,Northeast,Over $150K,Direct Mail,Apparel,207.04,7,2024-08-17,2025-12-20,1281.04,No,3
CUST-0467,Female,39,Michigan,Midwest,$30K-$50K,Email,Electronics,86.21,6,2024-04-26,2025-12-27,523.86,No,5
CUST-0468,Female,73,Colorado,Southwest,$75K-$100K,Web,Books & Media,214.05,1,2024-04-13,2024-04-13,178.72,No,3
CUST-0469,Male,39,New York,Northeast,$30K-$50K,Direct Mail,Apparel,42.23,8,2023-01-24,2024-10-27,326.56,No,5
CUST-0470,Female,50,New Mexico,Southwest,$100K-$150K,Direct Mail,Apparel,28.62,5,2024-06-16,2025-10-22,133.71,No,4
CUST-0471,Female,51,Minnesota,Midwest,$50K-$75K,Direct Mail,Outdoor,46.77,2,2024-05-10,2025-01-15,111.15,No,2
CUST-0472,Female,32,Michigan,Midwest,$75K-$100K,Direct Mail,Electronics,58.47,1,2024-12-26,2024-12-26,62.98,No,3
CUST-0473,Male,42,Florida,Southeast,$75K-$100K,Email,Home & Garden,63.54,4,2024-11-12,2024-11-20,302.76,Yes,4
CUST-0474,Female,29,Tennessee,Southeast,Over $150K,Email,Electronics,83.79,3,2023-11-24,2024-06-08,201.53,No,5
CUST-0475,Female,40,Michigan,Midwest,Over $150K,Phone,Books & Media,276.75,5,2024-03-28,2024-12-12,1488.44,No,5
CUST-0476,Male,41,Tennessee,Southeast,Under $30K,Web,Apparel,48.67,2,2024-09-14,2025-10-18,85.47,No,5
CUST-0477,Male,27,Ohio,Midwest,$75K-$100K,Email,Kitchen,37.4,3,2023-07-19,2025-05-17,104.02,No,5
CUST-0478,Male,67,Minnesota,Midwest,$100K-$150K,Email,Home & Garden,101.49,2,2024-04-01,2025-07-28,169.5,No,4
CUST-0479,Female,32,Oklahoma,Southwest,$100K-$150K,Referral,Home & Garden,271.26,1,2024-08-24,2024-08-24,281.89,Yes,4
CUST-0480,Male,59,Oregon,West,$100K-$150K,Direct Mail,Home & Garden,276.25,2,2024-07-23,2025-04-18,598.96,No,3
CUST-0481,Female,57,Virginia,Southeast,$75K-$100K,Phone,Home & Garden,147.92,3,2024-04-19,2024-08-17,359.77,Yes,3
CUST-0482,Female,48,Texas,Southwest,$30K-$50K,Referral,Kitchen,16.21,5,2024-05-19,2024-03-09,84.26,No,4
CUST-0483,Female,66,New Mexico,Southwest,$100K-$150K,Email,Kitchen,27.37,2,2024-08-18,2024-02-29,46.99,No,4
CUST-0484,Male,39,Ohio,Midwest,$50K-$75K,Web,Books & Media,24.01,2,2024-10-16,2024-03-19,48.29,No,3
CUST-0485,Male,56,New Jersey,Northeast,$50K-$75K,Email,Outdoor,162.98,2,2024-12-15,2025-12-05,308.04,No,4
CUST-0486,Male,55,Florida,Southeast,$50K-$75K,Phone,Home & Garden,185.37,1,2023-08-12,2023-08-12,159.76,Yes,3
CUST-0487,Male,48,Utah,West,$75K-$100K,Direct Mail,Outdoor,223.0,3,2023-11-16,2025-12-08,632.22,No,5
CUST-0488,Female,33,Utah,West,$100K-$150K,Direct Mail,Outdoor,84.2,6,2023-05-26,2025-12-05,449.95,Yes,3
CUST-0489,Male,26,Connecticut,Northeast,Under $30K,Email,Home & Garden,30.79,1,2024-11-06,2024-11-06,30.96,Yes,3
CUST-0490,Male,41,Illinois,Midwest,$75K-$100K,Phone,Outdoor,222.26,1,2023-07-24,2023-07-24,194.24,No,2
CUST-0491,Female,44,Indiana,Midwest,$30K-$50K,Email,Kitchen,47.79,3,2023-04-12,2025-08-15,158.47,No,5
CUST-0492,Male,68,Ohio,Midwest,$30K-$50K,Direct Mail,Electronics,116.75,2,2024-08-26,2024-07-08,227.86,No,3
CUST-0493,Female,35,Minnesota,Midwest,$75K-$100K,Email,Kitchen,87.77,3,2024-06-16,2024-05-19,262.87,No,3
CUST-0494,Female,53,New York,Northeast,$30K-$50K,Direct Mail,Kitchen,58.18,9,2024-03-30,2024-08-19,534.91,Yes,5
CUST-0495,Female,65,Florida,Southeast,$50K-$75K,Direct Mail,Kitchen,139.34,2,2024-06-19,2025-11-05,298.36,Yes,4
CUST-0496,Male,26,California,West,$50K-$75K,Direct Mail,Apparel,171.15,2,2023-08-27,2025-03-10,373.13,Yes,5
CUST-0497,Female,70,Utah,West,$100K-$150K,Web,Home & Garden,154.54,4,2024-02-19,2025-05-11,620.98,Yes,4
CUST-0498,Female,53,Pennsylvania,Northeast,$50K-$75K,Referral,Apparel,151.49,6,2024-05-25,2025-11-25,736.88,Yes,4
CUST-0499,Female,61,Ohio,Midwest,$75K-$100K,Phone,Kitchen,133.43,3,2024-04-22,2024-07-25,367.24,No,4
CUST-0500,Male,70,Oregon,West,Under $30K,Email,Books & Media,51.58,2,2024-01-21,2025-03-29,101.5,Yes,4
